Datums;AdministrativiTeritorialasVienibasNosaukums;ATVK;ApstiprinataCOVID19infekcija;14DienuKumulativaSaslimstiba
2021.07.30.;Dienvidkurzemes novads;0027000;21;18
2021.07.30.;Dobeles novads;0028000;8;6
2021.07.30.;Gulbenes novads;0029000;7;no 1 līdz 5
2021.07.30.;Jelgavas novads;0030000;19;11
2021.07.30.;Jelgavas pilsēta;0003000;30;8
2021.07.30.;Jēkabpils novads;0031000;19;9
2021.07.30.;Jūrmalas pilsēta;0004000;41;25
2021.07.30.;Krāslavas novads;0032000;29;13
2021.07.30.;Kuldīgas novads;0033000;17;7
2021.07.30.;Ķekavas novads;0034000;36;22
2021.07.30.;Liepājas pilsēta;0005000;40;28
2021.07.30.;Limbažu novads;0035000;17;10
2021.07.30.;Līvānu novads;0036000;no 1 līdz 5;no 1 līdz 5
2021.07.30.;Ludzas novads;0037000;no 1 līdz 5;0
2021.07.30.;Madonas novads;0038000;21;16
2021.07.30.;Mārupes novads;0039000;27;18
2021.07.30.;Ogres novads;0040000;36;17
2021.07.30.;Olaines novads;0041000;22;15
2021.07.30.;Preiļu novads;0042000;11;8
2021.07.30.;Rēzeknes novads;0043000;10;no 1 līdz 5
2021.07.30.;Rēzeknes pilsēta;0006000;6;no 1 līdz 5
2021.07.30.;Rīga;0001000;611;313
2021.07.30.;Ropažu novads;0044000;35;23
2021.07.30.;Salaspils novads;0045000;20;13
2021.07.30.;Saldus novads;0046000;18;14
2021.07.30.;Saulkrastu novads;0047000;6;no 1 līdz 5
2021.07.30.;Siguldas novads;0048000;27;6
2021.07.30.;Smiltenes novads;0049000;no 1 līdz 5;no 1 līdz 5
2021.07.30.;Talsu novads;0051000;10;no 1 līdz 5
2021.07.30.;Tukuma novads;0052000;39;10
2021.07.30.;Valkas novads;0053000;0;0
2021.07.30.;Valmieras novads;0054000;20;8
2021.07.30.;Varakļānu novads;0055000;no 1 līdz 5;no 1 līdz 5
2021.07.30.;Ventspils novads;0056000;no 1 līdz 5;no 1 līdz 5
2021.07.30.;Ventspils pilsēta;0007000;40;22
2021.07.31.;Adrese nav norādīta;Nav;…;…
2021.07.31.;Aizkraukles novads;0020000;no 1 līdz 5;no 1 līdz 5
2021.07.31.;Alūksnes novads;0021000;no 1 līdz 5;no 1 līdz 5
2021.07.31.;Augšdaugavas novads;0022000;21;no 1 līdz 5
2021.07.31.;Ādažu novads;0023000;13;10
2021.07.31.;Balvu novads;0024000;no 1 līdz 5;no 1 līdz 5
2021.07.31.;Bauskas novads;0025000;15;7
2021.07.31.;Cēsu novads;0026000;17;no 1 līdz 5
2021.07.31.;Daugavpils pilsēta;0002000;37;17
2021.07.31.;Dienvidkurzemes novads;0027000;22;19
2021.07.31.;Dobeles novads;0028000;8;6
2021.07.31.;Gulbenes novads;0029000;8;6
2021.07.31.;Jelgavas novads;0030000;19;11
2021.07.31.;Jelgavas pilsēta;0003000;30;8
2021.07.31.;Jēkabpils novads;0031000;18;8
2021.07.31.;Jūrmalas pilsēta;0004000;43;25
2021.07.31.;Krāslavas novads;0032000;29;11
2021.07.31.;Kuldīgas novads;0033000;18;7
2021.07.31.;Ķekavas novads;0034000;37;23
2021.07.31.;Liepājas pilsēta;0005000;40;27
2021.07.31.;Limbažu novads;0035000;18;10
2021.07.31.;Līvānu novads;0036000;no 1 līdz 5;no 1 līdz 5
2021.07.31.;Ludzas novads;0037000;no 1 līdz 5;0
2021.07.31.;Madonas novads;0038000;22;16
2021.07.31.;Mārupes novads;0039000;29;18
2021.07.31.;Ogres novads;0040000;40;21
2021.07.31.;Olaines novads;0041000;24;14
2021.07.31.;Preiļu novads;0042000;11;8
2021.07.31.;Rēzeknes novads;0043000;10;no 1 līdz 5
2021.07.31.;Rēzeknes pilsēta;0006000;7;no 1 līdz 5
2021.07.31.;Rīga;0001000;645;333
2021.07.31.;Ropažu novads;0044000;36;23
2021.07.31.;Salaspils novads;0045000;22;15
2021.07.31.;Saldus novads;0046000;19;15
2021.07.31.;Saulkrastu novads;0047000;7;no 1 līdz 5
2021.07.31.;Siguldas novads;0048000;28;6
2021.07.31.;Smiltenes novads;0049000;no 1 līdz 5;no 1 līdz 5
2021.07.31.;Talsu novads;0051000;10;no 1 līdz 5
2021.07.31.;Tukuma novads;0052000;41;9
2021.07.31.;Valkas novads;0053000;0;0
2021.07.31.;Valmieras novads;0054000;20;no 1 līdz 5
2021.07.31.;Varakļānu novads;0055000;no 1 līdz 5;no 1 līdz 5
2021.07.31.;Ventspils novads;0056000;no 1 līdz 5;no 1 līdz 5
2021.07.31.;Ventspils pilsēta;0007000;43;23
2021.08.01.;Adrese nav norādīta;Nav;…;…
2021.08.01.;Aizkraukles novads;0020000;no 1 līdz 5;no 1 līdz 5
2021.08.01.;Alūksnes novads;0021000;no 1 līdz 5;0
2021.08.01.;Augšdaugavas novads;0022000;22;no 1 līdz 5
2021.08.01.;Ādažu novads;0023000;13;10
2021.08.01.;Balvu novads;0024000;no 1 līdz 5;no 1 līdz 5
2021.08.01.;Bauskas novads;0025000;15;7
2021.08.01.;Cēsu novads;0026000;17;no 1 līdz 5
2021.08.01.;Daugavpils pilsēta;0002000;37;17
2021.08.01.;Dienvidkurzemes novads;0027000;22;18
2021.08.01.;Dobeles novads;0028000;9;7
2021.08.01.;Gulbenes novads;0029000;8;6
2021.08.01.;Jelgavas novads;0030000;19;11
2021.08.01.;Jelgavas pilsēta;0003000;31;8
2021.08.01.;Jēkabpils novads;0031000;18;7
2021.08.01.;Jūrmalas pilsēta;0004000;44;24
2021.08.01.;Krāslavas novads;0032000;29;11
2021.08.01.;Kuldīgas novads;0033000;18;7
2021.08.01.;Ķekavas novads;0034000;38;22
2021.08.01.;Liepājas pilsēta;0005000;41;27
2021.08.01.;Limbažu novads;0035000;18;10
2021.08.01.;Līvānu novads;0036000;no 1 līdz 5;no 1 līdz 5
2021.08.01.;Ludzas novads;0037000;no 1 līdz 5;0
2021.08.01.;Madonas novads;0038000;23;17
2021.08.01.;Mārupes novads;0039000;29;17
2021.08.01.;Ogres novads;0040000;41;22
2021.08.01.;Olaines novads;0041000;24;11
2021.08.01.;Preiļu novads;0042000;11;8
2021.08.01.;Rēzeknes novads;0043000;10;no 1 līdz 5
2021.08.01.;Rēzeknes pilsēta;0006000;7;no 1 līdz 5
2021.08.01.;Rīga;0001000;667;342
2021.08.01.;Ropažu novads;0044000;37;23
2021.08.01.;Salaspils novads;0045000;23;16
2021.08.01.;Saldus novads;0046000;21;17
2021.08.01.;Saulkrastu novads;0047000;7;no 1 līdz 5
2021.08.01.;Siguldas novads;0048000;28;6
2021.08.01.;Smiltenes novads;0049000;no 1 līdz 5;no 1 līdz 5
2021.08.01.;Talsu novads;0051000;10;no 1 līdz 5
2021.08.01.;Tukuma novads;0052000;42;10
2021.08.01.;Valkas novads;0053000;0;0
2021.08.01.;Valmieras novads;0054000;20;no 1 līdz 5
2021.08.01.;Varakļānu novads;0055000;no 1 līdz 5;no 1 līdz 5
2021.08.01.;Ventspils novads;0056000;no 1 līdz 5;no 1 līdz 5
2021.08.01.;Ventspils pilsēta;0007000;43;23
2021.08.02.;Adrese nav norādīta;Nav;…;…
2021.08.02.;Aizkraukles novads;0020000;9;7
2021.08.02.;Alūksnes novads;0021000;no 1 līdz 5;0
2021.08.02.;Augšdaugavas novads;0022000;22;no 1 līdz 5
2021.08.02.;Ādažu novads;0023000;13;10
2021.08.02.;Balvu novads;0024000;no 1 līdz 5;no 1 līdz 5
2021.08.02.;Bauskas novads;0025000;15;6
2021.08.02.;Cēsu novads;0026000;17;no 1 līdz 5
2021.08.02.;Daugavpils pilsēta;0002000;38;18
2021.08.02.;Dienvidkurzemes novads;0027000;22;16
2021.08.02.;Dobeles novads;0028000;10;7
2021.08.02.;Gulbenes novads;0029000;9;7
2021.08.02.;Jelgavas novads;0030000;19;11
2021.08.02.;Jelgavas pilsēta;0003000;33;9
2021.08.02.;Jēkabpils novads;0031000;18;7
2021.08.02.;Jūrmalas pilsēta;0004000;45;22
2021.08.02.;Krāslavas novads;0032000;29;11
2021.08.02.;Kuldīgas novads;0033000;18;7
2021.08.02.;Ķekavas novads;0034000;38;22
2021.08.02.;Liepājas pilsēta;0005000;41;26
2021.08.02.;Limbažu novads;0035000;18;9
2021.08.02.;Līvānu novads;0036000;no 1 līdz 5;no 1 līdz 5
2021.08.02.;Ludzas novads;0037000;no 1 līdz 5;0
2021.08.02.;Madonas novads;0038000;23;17
2021.08.02.;Mārupes novads;0039000;32;20
2021.08.02.;Ogres novads;0040000;41;22
2021.08.02.;Olaines novads;0041000;26;13
2021.08.02.;Preiļu novads;0042000;11;8
2021.08.02.;Rēzeknes novads;0043000;10;no 1 līdz 5
2021.08.02.;Rēzeknes pilsēta;0006000;7;no 1 līdz 5
2021.08.02.;Rīga;0001000;677;339
2021.08.02.;Ropažu novads;0044000;38;23
2021.08.02.;Salaspils novads;0045000;23;16
2021.08.02.;Saldus novads;0046000;21;17
2021.08.02.;Saulkrastu novads;0047000;7;no 1 līdz 5
2021.08.02.;Siguldas novads;0048000;28;6
2021.08.02.;Smiltenes novads;0049000;no 1 līdz 5;no 1 līdz 5
2021.08.02.;Talsu novads;0051000;10;no 1 līdz 5
2021.08.02.;Tukuma novads;0052000;42;10
2021.08.02.;Valkas novads;0053000;;0
2021.08.02.;Valmieras novads;0054000;20;no 1 līdz 5
2021.08.02.;Varakļānu novads;0055000;no 1 līdz 5;no 1 līdz 5
2021.08.02.;Ventspils novads;0056000;no 1 līdz 5;no 1 līdz 5
2021.08.02.;Ventspils pilsēta;0007000;43;23
2021.08.03.;Adrese nav norādīta;Nav;…;…
2021.08.03.;Aizkraukles novads;0020000;10;8
2021.08.03.;Alūksnes novads;0021000;no 1 līdz 5;0
2021.08.03.;Augšdaugavas novads;0022000;23;no 1 līdz 5
2021.08.03.;Ādažu novads;0023000;13;10
2021.08.03.;Balvu novads;0024000;no 1 līdz 5;no 1 līdz 5
2021.08.03.;Bauskas novads;0025000;15;6
2021.08.03.;Cēsu novads;0026000;17;no 1 līdz 5
2021.08.03.;Daugavpils pilsēta;0002000;40;15
2021.08.03.;Dienvidkurzemes novads;0027000;22;15
2021.08.03.;Dobeles novads;0028000;10;6
2021.08.03.;Gulbenes novads;0029000;14;12
2021.08.03.;Jelgavas novads;0030000;19;9
2021.08.03.;Jelgavas pilsēta;0003000;36;11
2021.08.03.;Jēkabpils novads;0031000;20;9
2021.08.03.;Jūrmalas pilsēta;0004000;46;20
2021.08.03.;Krāslavas novads;0032000;34;16
2021.08.03.;Kuldīgas novads;0033000;20;9
2021.08.03.;Ķekavas novads;0034000;40;22
2021.08.03.;Liepājas pilsēta;0005000;42;27
2021.08.03.;Limbažu novads;0035000;20;10
2021.08.03.;Līvānu novads;0036000;no 1 līdz 5;no 1 līdz 5
2021.08.03.;Ludzas novads;0037000;no 1 līdz 5;0
2021.08.03.;Madonas novads;0038000;23;17
2021.08.03.;Mārupes novads;0039000;38;25
2021.08.03.;Ogres novads;0040000;48;25
2021.08.03.;Olaines novads;0041000;27;11
2021.08.03.;Preiļu novads;0042000;11;8
2021.08.03.;Rēzeknes novads;0043000;10;no 1 līdz 5
2021.08.03.;Rēzeknes pilsēta;0006000;7;no 1 līdz 5
2021.08.03.;Rīga;0001000;727;368
2021.08.03.;Ropažu novads;0044000;38;21
2021.08.03.;Salaspils novads;0045000;25;16
2021.08.03.;Saldus novads;0046000;22;18
2021.08.03.;Saulkrastu novads;0047000;7;no 1 līdz 5
2021.08.03.;Siguldas novads;0048000;30;7
2021.08.03.;Smiltenes novads;0049000;no 1 līdz 5;no 1 līdz 5
2021.08.03.;Talsu novads;0051000;11;no 1 līdz 5
2021.08.03.;Tukuma novads;0052000;45;13
2021.08.03.;Valkas novads;0053000;0;0
2021.08.03.;Valmieras novads;0054000;20;no 1 līdz 5
2021.08.03.;Varakļānu novads;0055000;no 1 līdz 5;no 1 līdz 5
2021.08.03.;Ventspils novads;0056000;no 1 līdz 5;no 1 līdz 5
2021.08.03.;Ventspils pilsēta;0007000;46;24
2021.08.04.;Adrese nav norādīta;Nav;…;…
2021.08.04.;Aizkraukles novads;0020000;15;12
2021.08.04.;Alūksnes novads;0021000;no 1 līdz 5;0
2021.08.04.;Augšdaugavas novads;0022000;25;6
2021.08.04.;Ādažu novads;0023000;14;11
2021.08.04.;Balvu novads;0024000;no 1 līdz 5;no 1 līdz 5
2021.08.04.;Bauskas novads;0025000;15;6
2021.08.04.;Cēsu novads;0026000;17;no 1 līdz 5
2021.08.04.;Daugavpils pilsēta;0002000;40;14
2021.08.04.;Dienvidkurzemes novads;0027000;23;14
2021.08.04.;Dobeles novads;0028000;10;no 1 līdz 5
2021.08.04.;Gulbenes novads;0029000;16;14
2021.08.04.;Jelgavas novads;0030000;22;12
2021.08.04.;Jelgavas pilsēta;0003000;44;19
2021.08.04.;Jēkabpils novads;0031000;20;9
2021.08.04.;Jūrmalas pilsēta;0004000;48;20
2021.08.04.;Krāslavas novads;0032000;38;15
2021.08.04.;Kuldīgas novads;0033000;23;12
2021.08.04.;Ķekavas novads;0034000;43;22
2021.08.04.;Liepājas pilsēta;0005000;42;23
2021.08.04.;Limbažu novads;0035000;20;6
2021.08.04.;Līvānu novads;0036000;8;6
2021.08.04.;Ludzas novads;0037000;no 1 līdz 5;0
2021.08.04.;Madonas novads;0038000;28;21
2021.08.04.;Mārupes novads;0039000;37;21
2021.08.04.;Ogres novads;0040000;50;26
2021.08.04.;Olaines novads;0041000;27;11
2021.08.04.;Preiļu novads;0042000;12;7
2021.08.04.;Rēzeknes novads;0043000;10;0
2021.08.04.;Rēzeknes pilsēta;0006000;9;no 1 līdz 5
2021.08.04.;Rīga;0001000;772;390
2021.08.04.;Ropažu novads;0044000;39;20
2021.08.04.;Salaspils novads;0045000;27;17
2021.08.04.;Saldus novads;0046000;23;18
2021.08.04.;Saulkrastu novads;0047000;7;no 1 līdz 5
2021.08.04.;Siguldas novads;0048000;30;6
2021.08.04.;Smiltenes novads;0049000;no 1 līdz 5;no 1 līdz 5
2021.08.04.;Talsu novads;0051000;11;no 1 līdz 5
2021.08.04.;Tukuma novads;0052000;47;15
2021.08.04.;Valkas novads;0053000;0;0
2021.08.04.;Valmieras novads;0054000;20;no 1 līdz 5
2021.08.04.;Varakļānu novads;0055000;no 1 līdz 5;no 1 līdz 5
2021.08.04.;Ventspils novads;0056000;no 1 līdz 5;no 1 līdz 5
2021.08.04.;Ventspils pilsēta;0007000;47;24
2021.08.05.;Adrese nav norādīta;Nav;…;…
2021.08.05.;Aizkraukles novads;0020000;17;14
2021.08.05.;Alūksnes novads;0021000;no 1 līdz 5;0
2021.08.05.;Augšdaugavas novads;0022000;25;6
2021.08.05.;Ādažu novads;0023000;14;10
2021.08.05.;Balvu novads;0024000;no 1 līdz 5;no 1 līdz 5
2021.08.05.;Bauskas novads;0025000;15;no 1 līdz 5
2021.08.05.;Cēsu novads;0026000;17;no 1 līdz 5
2021.08.05.;Daugavpils pilsēta;0002000;42;14
2021.08.05.;Dienvidkurzemes novads;0027000;23;12
2021.08.05.;Dobeles novads;0028000;11;no 1 līdz 5
2021.08.05.;Gulbenes novads;0029000;18;15
2021.08.05.;Jelgavas novads;0030000;22;11
2021.08.05.;Jelgavas pilsēta;0003000;47;22
2021.08.05.;Jēkabpils novads;0031000;20;6
2021.08.05.;Jūrmalas pilsēta;0004000;50;21
2021.08.05.;Krāslavas novads;0032000;40;17
2021.08.05.;Kuldīgas novads;0033000;26;15
2021.08.05.;Ķekavas novads;0034000;43;21
2021.08.05.;Liepājas pilsēta;0005000;43;21
2021.08.05.;Limbažu novads;0035000;22;8
2021.08.05.;Līvānu novads;0036000;14;12
2021.08.05.;Ludzas novads;0037000;no 1 līdz 5;0
2021.08.05.;Madonas novads;0038000;29;22
2021.08.05.;Mārupes novads;0039000;38;22
2021.08.05.;Ogres novads;0040000;52;25
2021.08.05.;Olaines novads;0041000;27;11
2021.08.05.;Preiļu novads;0042000;12;6
2021.08.05.;Rēzeknes novads;0043000;12;no 1 līdz 5
2021.08.05.;Rēzeknes pilsēta;0006000;9;no 1 līdz 5
2021.08.05.;Rīga;0001000;801;401
2021.08.05.;Ropažu novads;0044000;40;21
2021.08.05.;Salaspils novads;0045000;29;19
2021.08.05.;Saldus novads;0046000;23;18
2021.08.05.;Saulkrastu novads;0047000;7;no 1 līdz 5
2021.08.05.;Siguldas novads;0048000;30;6
2021.08.05.;Smiltenes novads;0049000;no 1 līdz 5;no 1 līdz 5
2021.08.05.;Talsu novads;0051000;11;no 1 līdz 5
2021.08.05.;Tukuma novads;0052000;47;14
2021.08.05.;Valkas novads;0053000;0;0
2021.08.05.;Valmieras novads;0054000;24;6
2021.08.05.;Varakļānu novads;0055000;no 1 līdz 5;no 1 līdz 5
2021.08.05.;Ventspils novads;0056000;7;no 1 līdz 5
2021.08.05.;Ventspils pilsēta;0007000;49;24
2021.08.06.;Adrese nav norādīta;Nav;…;…
2021.08.06.;Aizkraukles novads;0020000;17;14
2021.08.06.;Alūksnes novads;0021000;no 1 līdz 5;0
2021.08.06.;Augšdaugavas novads;0022000;25;8
2021.08.06.;Ādažu novads;0023000;15;10
2021.08.06.;Balvu novads;0024000;no 1 līdz 5;no 1 līdz 5
2021.08.06.;Bauskas novads;0025000;15;no 1 līdz 5
2021.08.06.;Cēsu novads;0026000;17;no 1 līdz 5
2021.08.06.;Daugavpils pilsēta;0002000;42;13
2021.08.06.;Dienvidkurzemes novads;0027000;23;10
2021.08.06.;Dobeles novads;0028000;11;no 1 līdz 5
2021.08.06.;Gulbenes novads;0029000;19;16
2021.08.06.;Jelgavas novads;0030000;24;11
2021.08.06.;Jelgavas pilsēta;0003000;51;25
2021.08.06.;Jēkabpils novads;0031000;20;6
2021.08.06.;Jūrmalas pilsēta;0004000;52;19
2021.08.06.;Krāslavas novads;0032000;41;18
2021.08.06.;Kuldīgas novads;0033000;27;16
2021.08.06.;Ķekavas novads;0034000;43;21
2021.08.06.;Liepājas pilsēta;0005000;44;21
2021.08.06.;Limbažu novads;0035000;23;8
2021.08.06.;Līvānu novads;0036000;15;13
2021.08.06.;Ludzas novads;0037000;no 1 līdz 5;no 1 līdz 5
2021.08.06.;Madonas novads;0038000;33;25
2021.08.06.;Mārupes novads;0039000;41;25
2021.08.06.;Ogres novads;0040000;59;31
2021.08.06.;Olaines novads;0041000;28;12
2021.08.06.;Preiļu novads;0042000;12;no 1 līdz 5
2021.08.06.;Rēzeknes novads;0043000;15;no 1 līdz 5
2021.08.06.;Rēzeknes pilsēta;0006000;14;10
2021.08.06.;Rīga;0001000;825;414
2021.08.06.;Ropažu novads;0044000;42;21
2021.08.06.;Salaspils novads;0045000;29;18
2021.08.06.;Saldus novads;0046000;23;18
2021.08.06.;Saulkrastu novads;0047000;8;no 1 līdz 5
2021.08.06.;Siguldas novads;0048000;31;7
2021.08.06.;Smiltenes novads;0049000;no 1 līdz 5;no 1 līdz 5
2021.08.06.;Talsu novads;0051000;12;no 1 līdz 5
2021.08.06.;Tukuma novads;0052000;51;17
2021.08.06.;Valkas novads;0053000;0;0
2021.08.06.;Valmieras novads;0054000;26;8
2021.08.06.;Varakļānu novads;0055000;no 1 līdz 5;no 1 līdz 5
2021.08.06.;Ventspils novads;0056000;9;6
2021.08.06.;Ventspils pilsēta;0007000;49;24
